Titulo,Categoria,Url,Raciones,Ingredientes,Instrucciones
Cómo cocer langostinos,Pescados y Mariscos,https://www.eladerezo.com/recetas/como-cocer-langostinos.html,,7 ingredientes: 1 rodaja bonito - 1 cebolla - 6 champiñones - Aceite de oliva virgen - 60 ml Vino Pedro Ximenez - sal - Perejil,Instrucciones: 1) Doramos por ambos lado la rodaja de bonito. 2) En lo que se hace pelamos y cortamos finamente la cebolla. 3) Lavamos y secamos los champiñones. Cortamos en láminas. 4) Sacamos la rodaja de bonito a un plato. 5) Vertemos el aceite en la olla a presión y ponemos al fuego. Si no dispones de olla a presión puedes usar una cazuela con tapa. 6) Cuando empiece a humear incorporamos la cebolla y los champiñones. 7) Sazonamos removemos y dejamos hacer un par de minutos. 8) Vertemos el vino Pedro Ximenez y si no tienes un vino blanco le irá perfecto. 9) Introducimos la rodaja de bonito. 10) Tapamos la olla a presión y cuando suba la válvula al máximo dejamos hacer durante 8 minutos. Si es en cazuela colocas la tapadera y dejas hacer el bonito durante 15 minutos a fuego bajo-medio. Dándole la vuelta a mitad de cocción 11) Apagamos y dejamos que se pierda la presión antes de abrir la olla. 12) Sacamos la rodaja de bonito a un plato. 13) Trituramos la cebolla los champiñones y la salsa que se habrá formado hasta conseguir una salsa muy fina. 14) Rectificamos el punto de sal si hiciera falta. 15) Sacamos los trozos de carne de bonito cuatro en total. 16) Doramos los trozos en una sartén durante un par de minutos sacamos y acompañamos cada trozo con un poco de salsa. 17) Servimos los platos de Bonito en salsa de cebolla y champiñones adornamos con el perejil o cualquier otra hierba aromática y degustamos. 
Jurel con emulsión de ajo y salvia,Pescados y Mariscos,https://www.eladerezo.com/recetas/jurel-con-emulsion-de-ajo-y-salvia.html,4,11 ingredientes: 2 jurel - 5 Ajos - 1 Huevo - 80 ml Aceite de Girasol - 20 ml Aceite de oliva virgen extra - hojas salvia - 100 g cuscús - 300 ml Caldo de verduras - Colorante alimentario - sal - Pimienta,"Instrucciones: 1) Una vez en casa con unas pinzas de cocina quitamos las espinas de los lomos de chicharro. Salpimentamos cortamos en dos cada lomo y reservamos en la nevera hasta su elaboración. 2) Pelamos los ajos y los escaldamos durante 30 segundos tres veces en agua hirviendo. Sacamos y refrescamos. 3) En el vaso de la batidora echamos los ajos el huevo el aceite (de girasol y de oliva) tres hojas de salvia limpias y una pizca de sal. 4) Emulsionamos con la batidora hasta obtener una ""mahonesa"". Reservamos en la nevera. 5) Ponemos a cocer el caldo de la verdura en un cazo. Cuando empiece a hervir echamos el cuscús. Tapamos dejamos cocer durante un par de segundos y retiramos del fuego. Pasados cinco minutos echamos un par de cucharadas de aceite de oliva virgen extra y mezclamos bien. 6) Freímos las hojas de salvia en una sartén con tres cucharadas de aceite de girasol durante unos segundos por ambos lados. Sacamos sobre papel absorbente quitamos el aceite y hacemos el jurel a la plancha en ella. 7) Montamos el plato con una base de emulsión de ajo y salvia colocamos un par de trozos de jurel encima y acompañamos con un poco del cuscús y unas hojas de salvia fritas. 8) Servimos y degustamos. "
Fideuá de bogavante y vieiras,Pescados y Mariscos,https://www.eladerezo.com/recetas/fideua-de-bogavante-y-vieiras.html,,11 ingredientes: 2 jurel - 5 Ajos - 1 Huevo - 80 ml Aceite de Girasol - 20 ml Aceite de oliva virgen extra - hojas salvia - 100 g cuscús - 300 ml Caldo de verduras - Colorante alimentario - sal - Pimienta,"Instrucciones: 1) Una vez en casa con unas pinzas de cocina quitamos las espinas de los lomos de chicharro. Salpimentamos cortamos en dos cada lomo y reservamos en la nevera hasta su elaboración. 2) Pelamos los ajos y los escaldamos durante 30 segundos tres veces en agua hirviendo. Sacamos y refrescamos. 3) En el vaso de la batidora echamos los ajos el huevo el aceite (de girasol y de oliva) tres hojas de salvia limpias y una pizca de sal. 4) Emulsionamos con la batidora hasta obtener una ""mahonesa"". Reservamos en la nevera. 5) Ponemos a cocer el caldo de la verdura en un cazo. Cuando empiece a hervir echamos el cuscús. Tapamos dejamos cocer durante un par de segundos y retiramos del fuego. Pasados cinco minutos echamos un par de cucharadas de aceite de oliva virgen extra y mezclamos bien. 6) Freímos las hojas de salvia en una sartén con tres cucharadas de aceite de girasol durante unos segundos por ambos lados. Sacamos sobre papel absorbente quitamos el aceite y hacemos el jurel a la plancha en ella. 7) Montamos el plato con una base de emulsión de ajo y salvia colocamos un par de trozos de jurel encima y acompañamos con un poco del cuscús y unas hojas de salvia fritas. 8) Servimos y degustamos. "
Rodaballo con verduras a la plancha y puré de brócoli,Pescados y Mariscos,https://www.eladerezo.com/recetas/rodaballo-con-verduras-a-la-plancha-y-crema-de-brocoli.html,,11 ingredientes: 2 jurel - 5 Ajos - 1 Huevo - 80 ml Aceite de Girasol - 20 ml Aceite de oliva virgen extra - hojas salvia - 100 g cuscús - 300 ml Caldo de verduras - Colorante alimentario - sal - Pimienta,"Instrucciones: 1) Una vez en casa con unas pinzas de cocina quitamos las espinas de los lomos de chicharro. Salpimentamos cortamos en dos cada lomo y reservamos en la nevera hasta su elaboración. 2) Pelamos los ajos y los escaldamos durante 30 segundos tres veces en agua hirviendo. Sacamos y refrescamos. 3) En el vaso de la batidora echamos los ajos el huevo el aceite (de girasol y de oliva) tres hojas de salvia limpias y una pizca de sal. 4) Emulsionamos con la batidora hasta obtener una ""mahonesa"". Reservamos en la nevera. 5) Ponemos a cocer el caldo de la verdura en un cazo. Cuando empiece a hervir echamos el cuscús. Tapamos dejamos cocer durante un par de segundos y retiramos del fuego. Pasados cinco minutos echamos un par de cucharadas de aceite de oliva virgen extra y mezclamos bien. 6) Freímos las hojas de salvia en una sartén con tres cucharadas de aceite de girasol durante unos segundos por ambos lados. Sacamos sobre papel absorbente quitamos el aceite y hacemos el jurel a la plancha en ella. 7) Montamos el plato con una base de emulsión de ajo y salvia colocamos un par de trozos de jurel encima y acompañamos con un poco del cuscús y unas hojas de salvia fritas. 8) Servimos y degustamos. "
Gazpacho de mandarina con mejillones y langostinos,Pescados y Mariscos,https://www.eladerezo.com/recetas/gazpacho-de-mandarina.html,4,8 ingredientes: 500 g mandarinas - 80 g pan - Aceite de oliva virgen extra - 80 g cebolletas - 8 mejillones - 8 langostinos - Brotes - 4 gajos mandarinas,Instrucciones: 1) Mientras trituramos con la batidora o en el vaso de la Thermomix las mandarinas (peladas y sin pepitas) junto con la cebolleta. 2) Añadimos la miga del pan y el aceite. Emulsionamos de nuevo hasta conseguir un gazpacho fino. Pasamos por el chino y servimos en copas o en platos. Como más prefieras. 3) Colocamos un par de mejillones y un langostino pelado en cada ración. 4) Adornamos con unos brotes de alfalfa y un gajo de mandarina. 5) Servimos y degustamos. 
Tartar de salmón un aperitivo para la Cena de Nochevieja,Pescados y Mariscos,https://www.eladerezo.com/recetas/tartar-de-salmon.html,,11 ingredientes: 400 g salmon - 1 cebolleta - 1 Huevo Cocido - 2 cucharada Alcaparras - 1 Ramillete Brócoli - 1/2 cucharadita mostaza - 1 cucharada limas - Ralladura de lima - Aceite de oliva virgen extra - sal - pimienta negra,"Instrucciones: 1) Una vez tenemos las manos bien limpias picamos el salmón limpio de espinas y pieles finamente. Colocamos en un bol. 2) Picamos finamente el huevo la cebolleta y las alcaparras. 3) Con la ayuda de un cuchillo bien afilado cortamos las inflorescencias superiores del brócoli al que le habremos lavado en agua fría previamente. 4) Estas ""bolitas"" las colocamos en un bol con el zumo y la ralladura de lima dos cucharadas de aceite de oliva la mostaza y una pizca pimienta molida. Mezclamos y reservamos. 5) Mezclamos el salmón con el huevo la cebolleta y las alcaparras. Sazonamos. 6) Añadimos el brócoli con el aceite y el zumo al Tartar de salmón. 7) Mezclamos y el aperitivo se sirve como mejor prefieras en platos individuales en un plato ""centro de mesa"" (para compartir) en vasitos de cristal o cucharitas de presentación ideales para que luzca este Tartar de salmón. "
Salmón al horno con cardo y crema de manzana,Pescados y Mariscos,https://www.eladerezo.com/recetas/salmon-al-horno-con-cardo-y-crema-de-manzana.html,4,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Chipirones rellenos de Philadelphia con Jamón york y piperrada,Pescados y Mariscos,https://www.eladerezo.com/recetas/chipirones-rellenos-de-philadelphia-con-jamon-york-y-piperrada.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Receta de Salmón con emulsión de guisantes y mejillones,Pescados y Mariscos,https://www.eladerezo.com/recetas/salmon-con-emulsion-de-guisantes-y-mejillones.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Ensalada de quinoa con granada navajas y berberechos,Pescados y Mariscos,https://www.eladerezo.com/recetas/ensalada-de-quinoa-con-granada-navajas-y-berberechos.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Salmón al horno con tomates asados y cuscús,Pescados y Mariscos,https://www.eladerezo.com/recetas/salmon-al-horno-con-tomates-asados-y-cuscus.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Merluza en tempura con salsa Teriyaki,Pescados y Mariscos,https://www.eladerezo.com/recetas/merluza-en-tempura-con-salsa-teriyaki.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Erizos de mar rellenos,Pescados y Mariscos,https://www.eladerezo.com/recetas/erizos-de-mar-rellenos.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Ensalada de bacalao Skrei con pimientos asados y su pil pil,Pescados y Mariscos,https://www.eladerezo.com/recetas/ensalada-de-bacalo-skrei-con-pimientos-asados-y-su-pil-pil.html,,7 ingredientes: 500 g salmon - 500 g cardo - 1 Ensalada de bolsa - 80 g Almendras - Aceite de oliva - sal - pimienta negra,"Instrucciones: 1) A mi personalmente este último no me gusta mucho ya que tiene un sabor a ""conserva"" típico. Prefiero el cardo ""casero"" aunque sea mucho más ""lioso"". 2) Mientras elaboramos el cardo nos ponemos también con la Crema de Manzana y Cerveza Negra. Para ello pelamos y descorazonamos las manzanas. Cortamos en dados grandes y echamos en un cazo. 3) Añadimos el azúcar y la cerveza. Ponemos a fuego medio-alto y cuando empiece a cocer bajamos al mínimo y dejamos hacer durante 15 minutos removiendo de vez en cuando. Retiramos trituramos finamente hasta conseguir una crema homoguenea. Reservamos. 4) Cortamos los lomos del salmón en cuatro porciones. Salpimentamos y colocamos sobre una fuente especial para el horno. 5) Horneamos durante 15 minutos con el horno previamente precalentado a 180º. 6) En lo que  se termina de hacer el salmón escurrimos el cardo y salteamos en una sartén con una cuchara de aceite de oliva y la almendra en granillo durante un par de minutos. 7) Una vez hecho el salmón sacamos y nos disponemos a montar los platos. 8) Ponemos un poco de ensalada en el centro de cada plato y cubrimos con el cardo. 9) Aderezamos con un hilo de aceite de oliva y una pizca de sal. Colocamos sobre esto un trozo de salmón y napamos con crema de manzana y cerveza negra. 10) Terminamos por esparcir encima de todo el conjunto la almendra que salteamos con el cardo servimos y degustamos. "
Bertorella rebozada con alioli,Pescados y Mariscos,https://www.eladerezo.com/recetas/bertorella-rebozada-con-alioli.html,4,7 ingredientes: 1 Bertorella - harina de trigo - 2 huevos - Aceite de oliva virgen extra - 1 Ajo - Perejil - sal,Instrucciones: 1) Una vez en la cocina sazonamos y reservamos. 2) Elaboramos un alioli con aceite de oliva virgen un poco de sal y un ajo. Si bien este proceso se puede hacer de manera artesanal en un mortero nosotros lo hemos preparado en el vaso de la batidora añadiendo al resto de ingredientes una yema de huevo para que emulsione mejor el conjunto. 3) En el vaso de la batidora o un bol echamos 100 ml de aceite de oliva virgen un ajo pequeño pelado una yema de huevo una pizca de sal y perejil fresco. Introducimos la batidora en su interior y a velocidad media-baja trituramos todo el conjunto hasta obtener un alioli de una textura homogénea y sin grumos. Reservamos en la nevera. 4) Mientras ponemos a calentar abundante aceite en una sartén. 5) Rebozamos la bertorella en harina y huevo batido. 6) Freímos bien por ambos lados y sacamos sobre papel absorbente. 7) Cuando tengamos todos los trozos de bertorella rebozados colocamos en una fuente. 8) Servimos y degustamos la Bertorella rebozada con alioli. 
Salmón confitado con guarnición,Pescados y Mariscos,https://www.eladerezo.com/recetas/salmon-confitado.html,4,8 ingredientes: 4 lomos salmon - 2 patatas - 1 cebolla - Aceite de oliva - Aceite de Girasol - 1 Ajo - sal - Eneldo,"Instrucciones: 1) Cortamos en juliana la cebolla y sazonamos junto con las rodajas de patatas. 2) Pochamos en una sartén cuando estén las patatas hechas sacamos sobre papel absorbente y reservamos. 3) Mientras esto se va haciendo poco a poco vertemos en un cazo el aceite suficiente (mitad oliva mitad girasol) para cubrir el lomo de salmón. Introducimos el ajo en su interior y llevamos a fuego medio. 4) Cuando veamos que el ajo empieza a ""bailar"" bajamos el fuego al mínimo e introducimos en la base del cazo dos trozos de lomo. 5) En este momento el aceite estará en torno a los 60-65º por eso dejaremos que se hagan los lomos de salmón a baja temperatura en torno a 5-7 minutos dependiendo del grosor de las tajadas. 6) Para comprobar que el pescado está en su punto nada mejor que apretar el lomo del salmón con el dedo si ves que se deshacen las lascas del salmón está en su punto por el contrario si notas que está algo ""duro"" lo dejas un par de minutos más. 7) Sacamos con una espumadera sobre papel absorbente. Una vez tengamos todos los lomos de salmón confitados repartimos los trozos en los platos. Aderezamos con la sal en escamas y un poco de eneldo. 8) Servimos el salmón confitado con la guarnición de las patatas y degustamos. "
Pastelitos de Rodaballo,Pescados y Mariscos,https://www.eladerezo.com/recetas/pastelitos-de-rodaballo.html,,8 ingredientes: 4 lomos salmon - 2 patatas - 1 cebolla - Aceite de oliva - Aceite de Girasol - 1 Ajo - sal - Eneldo,"Instrucciones: 1) Cortamos en juliana la cebolla y sazonamos junto con las rodajas de patatas. 2) Pochamos en una sartén cuando estén las patatas hechas sacamos sobre papel absorbente y reservamos. 3) Mientras esto se va haciendo poco a poco vertemos en un cazo el aceite suficiente (mitad oliva mitad girasol) para cubrir el lomo de salmón. Introducimos el ajo en su interior y llevamos a fuego medio. 4) Cuando veamos que el ajo empieza a ""bailar"" bajamos el fuego al mínimo e introducimos en la base del cazo dos trozos de lomo. 5) En este momento el aceite estará en torno a los 60-65º por eso dejaremos que se hagan los lomos de salmón a baja temperatura en torno a 5-7 minutos dependiendo del grosor de las tajadas. 6) Para comprobar que el pescado está en su punto nada mejor que apretar el lomo del salmón con el dedo si ves que se deshacen las lascas del salmón está en su punto por el contrario si notas que está algo ""duro"" lo dejas un par de minutos más. 7) Sacamos con una espumadera sobre papel absorbente. Una vez tengamos todos los lomos de salmón confitados repartimos los trozos en los platos. Aderezamos con la sal en escamas y un poco de eneldo. 8) Servimos el salmón confitado con la guarnición de las patatas y degustamos. "
Salmón al horno en su jugo,Pescados y Mariscos,https://www.eladerezo.com/recetas/salmon-asado-en-su-caldo.html,,8 ingredientes: 4 lomos salmon - 2 patatas - 1 cebolla - Aceite de oliva - Aceite de Girasol - 1 Ajo - sal - Eneldo,"Instrucciones: 1) Cortamos en juliana la cebolla y sazonamos junto con las rodajas de patatas. 2) Pochamos en una sartén cuando estén las patatas hechas sacamos sobre papel absorbente y reservamos. 3) Mientras esto se va haciendo poco a poco vertemos en un cazo el aceite suficiente (mitad oliva mitad girasol) para cubrir el lomo de salmón. Introducimos el ajo en su interior y llevamos a fuego medio. 4) Cuando veamos que el ajo empieza a ""bailar"" bajamos el fuego al mínimo e introducimos en la base del cazo dos trozos de lomo. 5) En este momento el aceite estará en torno a los 60-65º por eso dejaremos que se hagan los lomos de salmón a baja temperatura en torno a 5-7 minutos dependiendo del grosor de las tajadas. 6) Para comprobar que el pescado está en su punto nada mejor que apretar el lomo del salmón con el dedo si ves que se deshacen las lascas del salmón está en su punto por el contrario si notas que está algo ""duro"" lo dejas un par de minutos más. 7) Sacamos con una espumadera sobre papel absorbente. Una vez tengamos todos los lomos de salmón confitados repartimos los trozos en los platos. Aderezamos con la sal en escamas y un poco de eneldo. 8) Servimos el salmón confitado con la guarnición de las patatas y degustamos. "
Empanada de zamburiñas y navajas,Pescados y Mariscos,https://www.eladerezo.com/recetas/empanada-de-zamburinas-y-navajas.html,,10 ingredientes: 1 envase hojaldre - 500 g Zamburiñas - 15 navajas - 1 zanahoria - 1 cebolla - 1 puerro - 60 g Piñones - Aceite de oliva - pimentón dulce - sal,"Instrucciones: 1) Por la mañana sacamos el hojaldre del congelador y dejamos que se descongele a temperatura ambiente mientras pochamos la cebolla y el puerro limpio y cortado finamente en una sartén con cuatro cucharadas de aceite de oliva. 2) Pasados tres o cuatro minutos añadimos la zanahoria limpia y rallada. 3) Removemos sazonamos y dejamos hacer a fuego lento unos minutos más. 4) Mientras se pochan la verduras hacemos las navajas en una sartén amplia durante un minuto por cada lado. Sacamos las navajas de su concha y las cortamos en trozos pequeños. Reservamos en un bol. 5) Añadimos las zamburiñas en la sartén de las verduras salteamos incorporamos las navajas los piñones y una cucharada de café de pimentón dulce removemos. 6) Dejamos hacer un par de minutos más y retiramos del fuego. 7) Echamos el sofrito en un escurridor colocado encima de una cazuela. 8) En una bandeja de horno colocamos el papel sulfurado que suelen traer los envases de hojaldre. 9) Colocamos encima una lámina de hojaldre estirada. 10) Repartimos el sofrito en su interior una vez esté bien escurrido dejando tres centímetros por cada lado de margen. 11) Cubrimos con la otra lámina de hojaldre. 12) Unimos las dos placas enrollando una sobre otra por todos los lados y quitando un poco de masa de cada esquina ya que sobrará. 13) En el centro de la lámina superior practicamos un agujero con la intención de que el vapor de la cocción salga por él. 14) Con un poco de masa sobrante elaboramos un rulo untamos con agua el borde del agujero y colocamos el rulo. 15) Con la ayuda de un pincel ""pintamos"" con la grasa sobrante del sofrito toda la empanada. 16) Introducimos la empanada en la ranura más baja del horno pero no en la base (previamente precalentado a 170º) 35 minutos. 17) Sacamos y dejamos templar. "
